#Top: zsys_wrapper   Floorplan: impl_1   Part: xc7z007sclg225-1
#Generated by: j.hartfiel   on: Mon Jun 12 14:19:13 2017
#Build: Vivado v2017.1   by: xbuild   on: Fri Apr 14 18:55:03 MDT 2017
#Package Version: FINAL 2012-11-02
#Package Pin Delay Version: VERS. 2.0 2012-11-02

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
500,A6,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,
500,D7,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,
501,B13,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,
501,C10,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,
501,E14,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,
502,B3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,E4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,F1,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,J2,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,M3,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,R4,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,
502,F4,,PS_DDR_VREF0_502,,,,,,,,,,,,,,,,,,,,,
,E8,,RSVDGND,80.947,81.761,,,,,,,,,,,,,,,,,,,
,H4,,RSVDVCC3,126.006,127.272,,,,,,,,,,,,,,,,,,,
,J4,,RSVDVCC2,111.418,112.538,,,,,,,,,,,,,,,,,,,
,G4,,RSVDVCC1,133.919,135.265,,,,,,,,,,,,,,,,,,,
,A1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,A11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,B8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,C15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,C5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,D12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,D2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,E5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,E7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,E9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,F10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,G13,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,G3,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,G5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,H10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,H6,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,J5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,J9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,K10,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,K14,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,K4,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,K7,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,L1,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,L11,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,L5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,M8,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,N15,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,N5,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,P12,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,P2,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,R9,,GND,,,,,,,,,,,,,,,,,,,,GND,GND
,E10,,VCCINT,,,,,,,,,,,,,,,,,,,,,
,F9,,VCCINT,,,,,,,,,,,,,,,,,,,,,
,G10,,VCCINT,,,,,,,,,,,,,,,,,,,,,
,J10,,VCCINT,,,,,,,,,,,,,,,,,,,,,
,L10,,VCCINT,,,,,,,,,,,,,,,,,,,,,
,H9,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,J8,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,K9,,VCCAUX,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80
,J6,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,
,L6,,VCCPAUX,,,,,,,,,,,,,,,,,,,,,
,G6,,VCCPINT,,,,,,,,,,,,,,,,,,,,,
,H5,,VCCPINT,,,,,,,,,,,,,,,,,,,,,
,K5,,VCCPINT,,,,,,,,,,,,,,,,,,,,,
,F5,,VCCPLL,,,,,,,,,,,,,,,,,,,,,
